engen_gas,engen_elec,engen_mintemp
10550.0,150.0,nan
6340.0,140.0,nan
3150.0,250.0,nan
1540.0,210.0,nan
8680.0,140.0,nan
18230.0,160.0,nan
40230.0,270.0,nan
8150.0,430.0,nan
14280.0,300.0,nan
9490.0,270.0,nan
8410.0,270.0,nan
12340.0,380.0,nan
17850.0,280.0,nan
9280.0,460.0,nan
8460.0,270.0,nan
54140.0,160.0,nan
7330.0,270.0,nan
8750.0,180.0,nan
1960.0,230.0,nan
3340.0,170.0,nan
5410.0,140.0,nan
nan,240.0,nan
1350.0,290.0,nan
3950.0,260.0,nan
6930.0,390.0,nan
10220.0,280.0,nan
9140.0,280.0,nan
12690.0,420.0,nan
3590.0,500.0,nan
3810.0,920.0,nan
12640.0,340.0,nan
23670.0,380.0,nan
2630.0,460.0,nan
3100.0,380.0,nan
720.0,390.0,nan
2020.0,360.0,nan
2210.0,360.0,nan
2630.0,540.0,nan
1670.0,570.0,nan
2210.0,610.0,nan
2800.0,590.0,nan
1840.0,490.0,nan
1890.0,460.0,nan
5970.0,460.0,nan
2870.0,460.0,nan
3580.0,340.0,nan
4880.0,790.0,nan
5920.0,590.0,4.0
3070.0,320.0,4.0
2860.0,370.0,8.0
4480.0,490.0,9.0
4310.0,520.0,10.0
5110.0,730.0,12.0
3000.0,640.0,8.0
17590.0,510.0,6.0
7770.0,660.0,9.0
1900.0,550.0,8.0
3290.0,490.0,6.0
9730.0,350.0,5.0
6750.0,500.0,6.0
5340.0,260.0,2.0
6260.0,260.0,3.0
10160.0,360.0,2.0
6670.0,440.0,3.0
5670.0,350.0,2.0
14370.0,310.0,6.0
4910.0,490.0,3.0
2760.0,400.0,9.0
1660.0,400.0,9.0
1260.0,290.0,8.0
7860.0,360.0,9.0
5060.0,nan,9.0
2900.0,430.0,6.0
2710.0,320.0,6.0
2920.0,730.0,4.0
5280.0,580.0,7.0
6040.0,490.0,7.0
5680.0,640.0,5.0
6620.0,450.0,7.0
4140.0,580.0,5.0
6530.0,760.0,4.0
3750.0,490.0,5.0
5500.0,620.0,7.0
2700.0,610.0,11.0
5020.0,900.0,10.0
3260.0,390.0,7.0
10830.0,420.0,7.0
4870.0,650.0,5.0
6420.0,nan,6.0
14660.0,660.0,8.0
1050.0,650.0,8.0
6380.0,610.0,7.0
3160.0,840.0,9.0
2240.0,590.0,9.0
6260.0,510.0,10.0
10000.0,340.0,11.0
12560.0,630.0,12.0
7760.0,540.0,11.0
2890.0,390.0,12.0
6950.0,540.0,8.0
6640.0,620.0,7.0
7290.0,nan,8.0
3800.0,300.0,9.0
4690.0,370.0,8.0
6960.0,560.0,10.0
5370.0,350.0,10.0
2050.0,320.0,11.0
2320.0,480.0,8.0
6340.0,680.0,14.0
2280.0,530.0,9.0
1010.0,590.0,9.0
290.0,600.0,8.0
3470.0,440.0,11.0
3420.0,780.0,8.0
10330.0,350.0,10.0
4050.0,610.0,6.0
3530.0,800.0,7.0
3180.0,960.0,8.0
nan,990.0,8.0
15060.0,810.0,10.0
14200.0,580.0,11.0
7880.0,760.0,11.0
7470.0,730.0,12.0
3480.0,470.0,11.0
5280.0,680.0,9.0
11940.0,450.0,9.0
12190.0,400.0,6.0
6410.0,640.0,4.0
5950.0,610.0,5.0
6670.0,800.0,4.0
17830.0,420.0,4.0
7770.0,690.0,8.0
7270.0,nan,8.0
9120.0,380.0,7.0
7810.0,420.0,8.0
13520.0,800.0,8.0
7790.0,630.0,8.0
3720.0,430.0,3.0
2670.0,340.0,3.0
360.0,590.0,4.0
7400.0,540.0,3.0
5080.0,390.0,3.0
740.0,340.0,3.0
3410.0,250.0,2.0
3260.0,340.0,-1.0
2620.0,530.0,2.0
390.0,330.0,2.0
5370.0,200.0,1.0
2510.0,260.0,7.0
1400.0,290.0,3.0
1980.0,220.0,9.0
6700.0,450.0,11.0
7860.0,380.0,7.0
4560.0,220.0,3.0
3710.0,320.0,1.0
5670.0,240.0,0.0
8610.0,270.0,-1.0
4020.0,470.0,-2.0
1370.0,390.0,3.0
2780.0,280.0,-1.0
1180.0,560.0,-2.0
2780.0,300.0,-2.0
5260.0,410.0,1.0
3510.0,440.0,2.0
2350.0,270.0,1.0
4930.0,450.0,0.0
5610.0,270.0,3.0
4150.0,300.0,7.0
2260.0,310.0,3.0
8330.0,340.0,3.0
3310.0,470.0,-1.0
3100.0,270.0,-1.0
4960.0,340.0,-2.0
nan,370.0,6.0
nan,580.0,9.0
nan,370.0,6.0
nan,360.0,8.0
nan,500.0,6.0
nan,510.0,5.0
nan,360.0,4.0
210.0,520.0,6.0
710.0,250.0,4.0
1000.0,250.0,7.0
1760.0,220.0,2.0
2130.0,280.0,6.0
810.0,250.0,6.0
5650.0,330.0,0.0
3530.0,270.0,3.0
7210.0,400.0,2.0
18010.0,1630.0,2.0
3720.0,340.0,3.0
6640.0,430.0,6.0
7440.0,400.0,2.0
2090.0,860.0,4.0
3200.0,610.0,3.0
7440.0,430.0,4.0
9390.0,300.0,7.0
5060.0,470.0,9.0
6780.0,570.0,0.0
3510.0,500.0,-1.0
6770.0,390.0,2.0
4880.0,520.0,2.0
26360.0,480.0,-3.0
8730.0,440.0,1.0
1510.0,420.0,5.0
7920.0,920.0,7.0
15010.0,700.0,8.0
9800.0,790.0,4.0
1120.0,680.0,5.0
10790.0,700.0,1.0
4980.0,490.0,-1.0
7640.0,880.0,-1.0
1870.0,1050.0,1.0
2130.0,740.0,8.0
7330.0,520.0,7.0
7600.0,600.0,7.0
12850.0,490.0,5.0
21800.0,660.0,3.0
4360.0,780.0,-1.0
4640.0,720.0,1.0
5830.0,640.0,0.0
7210.0,610.0,4.0
4920.0,730.0,8.0
7540.0,520.0,1.0
9680.0,560.0,-1.0
6320.0,480.0,2.0
84670.0,380.0,1.0
15880.0,420.0,0.0
6710.0,470.0,3.0
3840.0,720.0,3.0
11370.0,290.0,6.0
9710.0,390.0,7.0
9380.0,340.0,4.0
13520.0,400.0,1.0
3730.0,380.0,-1.0
2690.0,470.0,3.0
2010.0,420.0,1.0
8340.0,450.0,-2.0
3460.0,410.0,-2.0
3130.0,410.0,-1.0
1190.0,300.0,2.0
2710.0,360.0,2.0
2170.0,390.0,3.0
3300.0,280.0,3.0
1150.0,450.0,7.0
1070.0,270.0,4.0
1200.0,300.0,7.0
420.0,270.0,6.0
340.0,360.0,9.0
630.0,250.0,4.0
780.0,190.0,4.0
2180.0,400.0,1.0
450.0,510.0,0.0
760.0,290.0,3.0
950.0,nan,3.0
2570.0,380.0,1.0
1260.0,560.0,-1.0
12320.0,290.0,0.0
4380.0,290.0,0.0
130.0,450.0,2.0
1710.0,380.0,4.0
3910.0,270.0,2.0
1030.0,330.0,1.0
12050.0,250.0,1.0
1900.0,570.0,4.0
1190.0,170.0,5.0
1530.0,300.0,3.0
nan,370.0,7.0
nan,nan,6.0
nan,320.0,4.0
nan,370.0,9.0
nan,380.0,5.0
nan,380.0,8.0
nan,310.0,3.0
nan,nan,7.0
nan,420.0,8.0
nan,500.0,4.0
nan,580.0,1.0
1170.0,520.0,-1.0
4690.0,430.0,3.0
6810.0,490.0,-1.0
1770.0,340.0,2.0
3620.0,950.0,2.0
2700.0,380.0,2.0
2920.0,760.0,4.0
2380.0,750.0,6.0
680.0,70.0,9.0
2300.0,770.0,10.0
2290.0,290.0,7.0
860.0,380.0,2.0
1220.0,560.0,5.0
1440.0,340.0,4.0
1420.0,350.0,6.0
1930.0,350.0,4.0
1760.0,520.0,7.0
4050.0,540.0,3.0
2270.0,500.0,8.0
3540.0,650.0,4.0
2160.0,430.0,5.0
3300.0,560.0,8.0
5010.0,440.0,4.0
11910.0,nan,6.0
7040.0,300.0,3.0
nan,440.0,3.0
nan,550.0,3.0
nan,540.0,-1.0
nan,480.0,5.0
28430.0,400.0,8.0
3290.0,280.0,9.0
4120.0,330.0,2.0
10070.0,210.0,2.0
4030.0,290.0,5.0
nan,290.0,0.0
2610.0,220.0,-1.0
5160.0,340.0,5.0
13750.0,390.0,2.0
8620.0,320.0,4.0
6590.0,350.0,7.0
19570.0,580.0,7.0
11270.0,540.0,7.0
5380.0,350.0,6.0
8590.0,260.0,6.0
14230.0,400.0,5.0
24960.0,300.0,5.0
320.0,330.0,6.0
630.0,490.0,5.0
nan,470.0,3.0
450.0,400.0,5.0
580.0,360.0,6.0
1010.0,360.0,6.0
nan,540.0,8.0
220.0,660.0,10.0
4330.0,520.0,9.0
1970.0,330.0,13.0
420.0,260.0,8.0
560.0,210.0,7.0
1340.0,420.0,6.0
1140.0,510.0,7.0
800.0,600.0,7.0
4190.0,460.0,9.0
2270.0,550.0,8.0
2460.0,730.0,12.0
3190.0,290.0,12.0
3710.0,340.0,14.0
3160.0,nan,14.0
4310.0,350.0,12.0
1130.0,640.0,9.0
420.0,440.0,11.0
540.0,440.0,8.0
350.0,460.0,13.0
770.0,510.0,11.0
1120.0,430.0,8.0
1020.0,270.0,8.0
1660.0,330.0,8.0
300.0,440.0,9.0
560.0,400.0,7.0
340.0,280.0,9.0
560.0,490.0,10.0
440.0,490.0,11.0
2170.0,280.0,13.0
3740.0,nan,11.0
2590.0,430.0,9.0
110.0,360.0,12.0
1550.0,400.0,12.0
1960.0,440.0,11.0
1660.0,400.0,14.0
430.0,250.0,14.0
550.0,560.0,14.0
8980.0,430.0,9.0
380.0,560.0,12.0
780.0,390.0,13.0
440.0,280.0,13.0
200.0,310.0,11.0
nan,380.0,9.0
320.0,490.0,8.0
510.0,560.0,10.0
950.0,450.0,11.0
3410.0,580.0,10.0
2570.0,480.0,11.0
4000.0,420.0,11.0
370.0,260.0,9.0
1680.0,230.0,11.0
2460.0,250.0,9.0
5370.0,200.0,9.0
12340.0,210.0,12.0
4820.0,140.0,13.0
4340.0,210.0,8.0
nan,200.0,12.0
nan,200.0,11.0
nan,160.0,10.0
nan,270.0,8.0
nan,200.0,11.0
nan,320.0,11.0
6940.0,180.0,13.0
13060.0,360.0,11.0
4790.0,250.0,12.0
9270.0,380.0,9.0
5650.0,280.0,12.0
4920.0,390.0,12.0
8460.0,270.0,9.0
11460.0,350.0,12.0
5170.0,440.0,12.0
4960.0,250.0,11.0
460.0,390.0,11.0
nan,660.0,12.0
6020.0,290.0,10.0
2610.0,450.0,11.0
480.0,500.0,11.0
860.0,300.0,11.0
10840.0,400.0,11.0
2550.0,450.0,11.0
3480.0,440.0,9.0
2930.0,330.0,12.0
290.0,540.0,13.0
1230.0,280.0,9.0
4540.0,330.0,8.0
1220.0,310.0,10.0
2440.0,620.0,8.0
250.0,600.0,8.0
630.0,730.0,8.0
2000.0,70.0,13.0
460.0,90.0,11.0
1630.0,70.0,7.0
1590.0,780.0,9.0
250.0,70.0,12.0
2380.0,50.0,10.0
1320.0,110.0,12.0
390.0,650.0,11.0
7070.0,670.0,11.0
1660.0,1010.0,10.0
1760.0,490.0,8.0
1520.0,290.0,14.0
4050.0,490.0,14.0
1310.0,580.0,11.0
220.0,360.0,13.0
110.0,570.0,11.0
1260.0,430.0,10.0
2240.0,580.0,16.0
3020.0,320.0,9.0
220.0,470.0,8.0
510.0,320.0,7.0
400.0,340.0,8.0
240.0,650.0,6.0
140.0,530.0,10.0
2210.0,310.0,13.0
3300.0,310.0,12.0
400.0,420.0,9.0
1120.0,480.0,9.0
1170.0,250.0,9.0
820.0,450.0,8.0
2550.0,730.0,9.0
830.0,500.0,8.0
1890.0,240.0,8.0
1920.0,320.0,8.0
2080.0,400.0,7.0
570.0,250.0,8.0
2020.0,360.0,6.0
2050.0,450.0,8.0
1600.0,180.0,6.0
2900.0,330.0,6.0
2860.0,190.0,9.0
390.0,140.0,12.0
2620.0,180.0,7.0
1020.0,210.0,11.0
1070.0,280.0,12.0
340.0,270.0,12.0
300.0,140.0,11.0
1600.0,180.0,11.0
1230.0,240.0,11.0
1560.0,180.0,12.0
3690.0,120.0,7.0
680.0,140.0,5.0
550.0,120.0,10.0
3790.0,150.0,8.0
1210.0,240.0,9.0
2550.0,190.0,7.0
nan,220.0,4.0
2680.0,320.0,9.0
950.0,310.0,8.0
2530.0,240.0,10.0
2030.0,310.0,9.0
1280.0,220.0,11.0
1060.0,240.0,8.0
1200.0,340.0,11.0
1520.0,280.0,11.0
2130.0,110.0,12.0
1340.0,340.0,9.0
2100.0,270.0,12.0
12320.0,210.0,9.0
5200.0,180.0,9.0
7580.0,150.0,10.0
3260.0,270.0,9.0
nan,210.0,9.0
nan,240.0,6.0
nan,190.0,9.0
nan,180.0,9.0
nan,260.0,9.0
nan,170.0,4.0
nan,250.0,8.0
nan,530.0,6.0
nan,300.0,1.0
nan,190.0,8.0
8950.0,320.0,11.0
13340.0,710.0,4.0
nan,610.0,5.0
nan,580.0,6.0
nan,500.0,2.0
nan,440.0,-1.0
nan,570.0,6.0
nan,550.0,2.0
nan,780.0,7.0
nan,500.0,4.0
nan,700.0,2.0
nan,390.0,1.0
nan,890.0,-2.0
12800.0,600.0,6.0
9760.0,560.0,3.0
10710.0,1040.0,5.0
11260.0,700.0,3.0
1930.0,550.0,3.0
5000.0,480.0,0.0
660.0,nan,3.0
3190.0,580.0,6.0
10200.0,480.0,8.0
4320.0,550.0,2.0
7110.0,330.0,-1.0
2420.0,470.0,-1.0
4120.0,300.0,1.0
2450.0,530.0,3.0
5120.0,570.0,-1.0
2590.0,550.0,-1.0
3680.0,460.0,-2.0
4250.0,550.0,-1.0
14220.0,470.0,4.0
2990.0,410.0,3.0
5100.0,480.0,4.0
50460.0,400.0,6.0
2780.0,250.0,7.0
4750.0,440.0,6.0
12600.0,790.0,-2.0
4270.0,480.0,-3.0
9450.0,490.0,-6.0
6460.0,730.0,-4.0
4570.0,600.0,-3.0
8500.0,330.0,2.0
3220.0,540.0,0.0
7370.0,580.0,-2.0
3830.0,500.0,-2.0
4450.0,320.0,-1.0
2900.0,600.0,1.0
1720.0,620.0,6.0
870.0,450.0,9.0
630.0,400.0,4.0
990.0,470.0,2.0
2460.0,390.0,8.0
1550.0,540.0,11.0
750.0,300.0,6.0
980.0,290.0,1.0
900.0,460.0,-3.0
2970.0,330.0,-2.0
1250.0,500.0,-4.0
3060.0,380.0,0.0
110.0,250.0,3.0
800.0,400.0,2.0
1920.0,380.0,0.0
5420.0,260.0,1.0
400.0,360.0,2.0
1680.0,160.0,0.0
3900.0,210.0,1.0
12510.0,50.0,-4.0
4860.0,840.0,-3.0
3360.0,1600.0,1.0
8630.0,820.0,2.0
5370.0,500.0,0.0
250.0,500.0,2.0
nan,400.0,2.0
180.0,650.0,2.0
2050.0,570.0,6.0
670.0,480.0,0.0
2640.0,390.0,-1.0
6620.0,740.0,-1.0
6700.0,380.0,0.0
13080.0,360.0,-1.0
9030.0,240.0,-4.0
9730.0,310.0,3.0
7030.0,230.0,4.0
10740.0,340.0,5.0
6540.0,490.0,3.0
9800.0,420.0,0.0
4660.0,440.0,2.0
8490.0,400.0,6.0
4910.0,420.0,4.0
7390.0,310.0,3.0
18840.0,380.0,1.0
7220.0,890.0,1.0
5370.0,460.0,2.0
780.0,500.0,1.0
4520.0,550.0,1.0
8870.0,520.0,-1.0
9560.0,510.0,-1.0
9230.0,410.0,-4.0
5940.0,470.0,1.0
4290.0,930.0,0.0
5010.0,540.0,-1.0
6940.0,410.0,0.0
5260.0,590.0,-1.0
10710.0,640.0,1.0
3540.0,590.0,-1.0
8310.0,630.0,2.0
10390.0,640.0,1.0
2560.0,950.0,2.0
12030.0,800.0,nan
28430.0,750.0,nan
1910.0,690.0,nan
1250.0,1180.0,nan
5840.0,1490.0,nan
4970.0,1290.0,nan
2380.0,1250.0,nan
4510.0,1870.0,nan
3040.0,60.0,nan
5430.0,3610.0,nan
3100.0,940.0,nan
4390.0,550.0,nan
7770.0,610.0,nan
3570.0,590.0,nan
5290.0,500.0,nan
6830.0,500.0,nan
9880.0,530.0,nan
9180.0,400.0,nan
9730.0,580.0,nan
4500.0,520.0,nan
9680.0,290.0,nan
41070.0,590.0,nan
6490.0,440.0,nan
8900.0,190.0,nan
6340.0,340.0,nan
5170.0,280.0,nan
7340.0,340.0,nan
14370.0,340.0,nan
13540.0,260.0,nan
7260.0,420.0,nan
8320.0,490.0,nan
15270.0,300.0,nan
4500.0,220.0,nan
5410.0,350.0,nan
1650.0,210.0,nan
5320.0,220.0,nan
3610.0,210.0,nan
3400.0,240.0,nan
3140.0,170.0,nan
1640.0,200.0,nan
1860.0,170.0,nan
6940.0,500.0,nan
560.0,390.0,nan
1010.0,740.0,nan
2550.0,450.0,nan
10000.0,410.0,nan
26360.0,480.0,nan
7580.0,400.0,nan
4280.0,400.0,nan
2040.0,380.0,nan
2700.0,350.0,nan
10150.0,270.0,nan
nan,350.0,nan
nan,420.0,nan
2110.0,430.0,nan
3850.0,430.0,4.0
4350.0,270.0,4.0
1560.0,210.0,8.0
13220.0,400.0,9.0
nan,420.0,10.0
7370.0,300.0,12.0
5420.0,200.0,8.0
10390.0,550.0,6.0
7560.0,470.0,9.0
8270.0,780.0,8.0
5470.0,460.0,6.0
8720.0,750.0,5.0
14570.0,600.0,6.0
4130.0,640.0,2.0
4630.0,460.0,3.0
3730.0,610.0,2.0
3700.0,590.0,3.0
2260.0,730.0,2.0
3770.0,1010.0,6.0
1390.0,490.0,3.0
3120.0,540.0,9.0
1990.0,470.0,9.0
1390.0,400.0,8.0
2630.0,500.0,9.0
4180.0,850.0,9.0
1290.0,390.0,6.0
1880.0,520.0,6.0
730.0,290.0,4.0
630.0,340.0,7.0
2420.0,430.0,7.0
1250.0,400.0,5.0
3160.0,450.0,7.0
2350.0,580.0,5.0
2410.0,310.0,4.0
1310.0,310.0,5.0
1640.0,250.0,7.0
110.0,320.0,11.0
1420.0,150.0,10.0
1410.0,180.0,7.0
2370.0,240.0,7.0
370.0,220.0,5.0
380.0,170.0,6.0
1500.0,310.0,8.0
480.0,440.0,8.0
340.0,250.0,7.0
2340.0,300.0,9.0
nan,350.0,9.0
840.0,360.0,10.0
2840.0,500.0,11.0
2600.0,430.0,12.0
1410.0,400.0,11.0
7420.0,340.0,12.0
5530.0,470.0,8.0
nan,380.0,7.0
nan,nan,8.0
nan,420.0,9.0
nan,580.0,8.0
540.0,540.0,10.0
2920.0,470.0,10.0
1420.0,620.0,11.0
nan,560.0,8.0
nan,440.0,14.0
nan,490.0,9.0
4150.0,750.0,9.0
5170.0,500.0,8.0
7380.0,580.0,11.0
6460.0,620.0,8.0
4580.0,820.0,10.0
6660.0,510.0,6.0
3260.0,550.0,7.0
450.0,380.0,8.0
3250.0,1040.0,8.0
1090.0,740.0,10.0
1090.0,520.0,11.0
1840.0,740.0,11.0
420.0,730.0,12.0
810.0,630.0,11.0
420.0,460.0,9.0
1900.0,470.0,9.0
640.0,440.0,2.0
1900.0,600.0,1.0
2090.0,500.0,7.0
1010.0,840.0,3.0
2610.0,380.0,9.0
2620.0,440.0,11.0
930.0,700.0,7.0
130.0,480.0,3.0
2720.0,340.0,1.0
630.0,440.0,0.0
2080.0,440.0,-1.0
5290.0,350.0,-2.0
9030.0,380.0,3.0
12010.0,450.0,-1.0
7940.0,430.0,-2.0
26860.0,500.0,-2.0
13160.0,570.0,1.0
20640.0,590.0,2.0
8770.0,450.0,1.0
5770.0,650.0,0.0
7810.0,600.0,3.0
37600.0,660.0,7.0
9940.0,540.0,3.0
10900.0,730.0,3.0
8940.0,760.0,-1.0
8720.0,480.0,-1.0
70140.0,700.0,-2.0
450.0,550.0,6.0
nan,550.0,9.0
nan,470.0,6.0
nan,640.0,8.0
18960.0,510.0,6.0
3000.0,460.0,5.0
2430.0,1170.0,4.0
2830.0,830.0,6.0
7950.0,560.0,4.0
4350.0,500.0,7.0
17650.0,790.0,2.0
21480.0,1630.0,6.0
7760.0,930.0,6.0
11740.0,480.0,0.0
12030.0,630.0,3.0
7530.0,500.0,2.0
3150.0,410.0,2.0
12190.0,660.0,3.0
6720.0,450.0,6.0
8570.0,480.0,2.0
12780.0,570.0,4.0
38570.0,320.0,3.0
4920.0,230.0,4.0
9320.0,260.0,7.0
8770.0,440.0,9.0
17520.0,360.0,0.0
8140.0,390.0,-1.0
6340.0,220.0,2.0
5140.0,340.0,2.0
1730.0,250.0,-3.0
8020.0,330.0,1.0
8110.0,400.0,5.0
12750.0,390.0,7.0
3530.0,370.0,8.0
16850.0,320.0,4.0
3840.0,440.0,5.0
7970.0,390.0,1.0
5540.0,350.0,-1.0
6350.0,420.0,-1.0
9310.0,630.0,1.0
6710.0,450.0,8.0
7430.0,300.0,7.0
4160.0,800.0,7.0
5210.0,440.0,5.0
260.0,310.0,3.0
400.0,340.0,-1.0
4880.0,340.0,1.0
2140.0,370.0,0.0
1460.0,220.0,4.0
3230.0,300.0,8.0
1970.0,410.0,1.0
2070.0,450.0,-1.0
5690.0,180.0,2.0
nan,450.0,1.0
nan,240.0,0.0
10830.0,700.0,3.0
8950.0,300.0,3.0
52300.0,410.0,6.0
5440.0,450.0,7.0
9280.0,360.0,4.0
3470.0,270.0,1.0
1900.0,270.0,-1.0
3080.0,280.0,3.0
4880.0,350.0,1.0
4270.0,250.0,-2.0
340.0,270.0,-2.0
5820.0,240.0,-1.0
2210.0,460.0,2.0
220.0,280.0,2.0
840.0,430.0,3.0
540.0,290.0,3.0
3610.0,390.0,7.0
300.0,300.0,4.0
980.0,280.0,7.0
1260.0,210.0,6.0
3350.0,90.0,9.0
1520.0,120.0,4.0
nan,220.0,4.0
nan,470.0,1.0
nan,470.0,0.0
nan,350.0,3.0
nan,340.0,3.0
2050.0,370.0,1.0
510.0,580.0,-1.0
6030.0,390.0,0.0
5270.0,600.0,0.0
8390.0,480.0,2.0
17980.0,580.0,4.0
2490.0,580.0,2.0
7470.0,560.0,1.0
4120.0,410.0,1.0
2070.0,530.0,4.0
3230.0,320.0,5.0
4330.0,360.0,3.0
6430.0,510.0,7.0
8410.0,440.0,6.0
5040.0,530.0,4.0
13670.0,360.0,9.0
3570.0,420.0,5.0
6880.0,580.0,8.0
1130.0,450.0,3.0
5070.0,410.0,7.0
8470.0,550.0,8.0
12810.0,460.0,4.0
3350.0,440.0,1.0
3230.0,440.0,-1.0
3110.0,470.0,3.0
3150.0,470.0,-1.0
21880.0,440.0,2.0
4700.0,330.0,2.0
3050.0,440.0,2.0
6710.0,300.0,4.0
9400.0,260.0,6.0
5740.0,220.0,9.0
2750.0,260.0,10.0
4500.0,160.0,7.0
4190.0,280.0,2.0
19090.0,160.0,5.0
3250.0,110.0,4.0
5140.0,130.0,6.0
4060.0,210.0,4.0
7370.0,190.0,7.0
6530.0,130.0,3.0
7750.0,160.0,8.0
2950.0,240.0,4.0
6040.0,220.0,5.0
1300.0,180.0,8.0
4940.0,370.0,4.0
350.0,150.0,6.0
1280.0,230.0,3.0
3340.0,270.0,3.0
170.0,290.0,3.0
2250.0,250.0,-1.0
1170.0,310.0,5.0
2200.0,380.0,8.0
320.0,580.0,9.0
1410.0,340.0,2.0
3370.0,540.0,2.0
8240.0,610.0,5.0
2950.0,500.0,0.0
6830.0,380.0,-1.0
6690.0,560.0,5.0
2680.0,590.0,2.0
3330.0,460.0,4.0
2370.0,760.0,7.0
2230.0,330.0,7.0
2180.0,550.0,7.0
5150.0,280.0,6.0
1680.0,420.0,6.0
960.0,310.0,5.0
4600.0,500.0,5.0
1610.0,550.0,6.0
1470.0,530.0,5.0
220.0,560.0,3.0
3020.0,510.0,5.0
4140.0,410.0,6.0
2040.0,360.0,6.0
nan,nan,8.0
nan,450.0,10.0
2840.0,480.0,9.0
630.0,470.0,13.0
280.0,390.0,8.0
1410.0,500.0,7.0
290.0,290.0,6.0
720.0,380.0,7.0
1540.0,460.0,7.0
1050.0,270.0,9.0
1240.0,210.0,8.0
1740.0,300.0,12.0
1520.0,250.0,12.0
2910.0,250.0,14.0
2590.0,240.0,14.0
2940.0,490.0,12.0
1610.0,520.0,9.0
5690.0,400.0,11.0
340.0,340.0,8.0
2950.0,530.0,13.0
1110.0,nan,11.0
700.0,380.0,8.0
nan,530.0,8.0
34670.0,600.0,8.0
2910.0,220.0,9.0
1170.0,470.0,7.0
3220.0,420.0,9.0
3220.0,350.0,10.0
3870.0,240.0,11.0
2340.0,300.0,13.0
990.0,610.0,11.0
3470.0,nan,9.0
4200.0,390.0,12.0
510.0,240.0,12.0
3720.0,420.0,11.0
1670.0,390.0,14.0
7110.0,460.0,14.0
230.0,300.0,14.0
1460.0,390.0,9.0
430.0,350.0,12.0
310.0,420.0,13.0
1260.0,400.0,13.0
630.0,290.0,11.0
740.0,310.0,9.0
2030.0,500.0,8.0
1080.0,370.0,10.0
56870.0,nan,11.0
310.0,340.0,10.0
1530.0,210.0,11.0
3600.0,150.0,11.0
2840.0,230.0,9.0
690.0,160.0,11.0
1580.0,160.0,9.0
2460.0,240.0,9.0
860.0,170.0,12.0
990.0,100.0,13.0
nan,130.0,8.0
480.0,110.0,12.0
2390.0,130.0,11.0
7950.0,170.0,10.0
3760.0,90.0,8.0
1820.0,50.0,11.0
3080.0,170.0,11.0
4450.0,170.0,13.0
2350.0,150.0,11.0
2840.0,240.0,12.0
5740.0,140.0,9.0
2370.0,240.0,12.0
59550.0,230.0,12.0
1740.0,250.0,9.0
2390.0,260.0,12.0
1850.0,220.0,12.0
4160.0,260.0,11.0
1450.0,120.0,11.0
2160.0,210.0,12.0
760.0,180.0,10.0
2460.0,180.0,11.0
360.0,230.0,11.0
22430.0,100.0,11.0
nan,140.0,11.0
nan,110.0,11.0
nan,230.0,9.0
nan,70.0,12.0
nan,1100.0,13.0
nan,410.0,9.0
nan,440.0,8.0
nan,460.0,10.0
nan,730.0,8.0
nan,460.0,8.0
29420.0,610.0,8.0
11460.0,540.0,13.0
6530.0,730.0,11.0
54760.0,570.0,7.0
9140.0,430.0,9.0
5130.0,640.0,12.0
4520.0,800.0,10.0
64640.0,730.0,12.0
18830.0,750.0,11.0
1050.0,750.0,11.0
4420.0,780.0,10.0
3310.0,750.0,8.0
4390.0,800.0,14.0
4110.0,810.0,14.0
3950.0,520.0,11.0
9060.0,680.0,13.0
7910.0,470.0,11.0
4670.0,500.0,10.0
4060.0,580.0,16.0
6220.0,560.0,9.0
4940.0,470.0,8.0
3880.0,420.0,7.0
4130.0,450.0,8.0
1860.0,160.0,6.0
770.0,280.0,10.0
2590.0,420.0,13.0
1540.0,220.0,12.0
3530.0,220.0,9.0
5060.0,240.0,9.0
2120.0,280.0,9.0
1960.0,270.0,8.0
180.0,420.0,9.0
1400.0,390.0,8.0
500.0,510.0,8.0
1780.0,290.0,8.0
5570.0,240.0,7.0
590.0,300.0,8.0
2690.0,360.0,6.0
590.0,250.0,8.0
3130.0,280.0,6.0
1460.0,250.0,6.0
800.0,460.0,9.0
1290.0,300.0,12.0
110.0,280.0,7.0
1700.0,260.0,11.0
170.0,320.0,12.0
nan,250.0,12.0
2600.0,390.0,11.0
2990.0,190.0,11.0
1240.0,250.0,11.0
950.0,190.0,12.0
340.0,200.0,7.0
nan,290.0,5.0
nan,260.0,10.0
2770.0,120.0,8.0
nan,180.0,9.0
nan,80.0,7.0
nan,110.0,4.0
nan,130.0,9.0
670.0,100.0,8.0
500.0,210.0,10.0
1210.0,200.0,9.0
1870.0,240.0,11.0
2350.0,100.0,8.0
1020.0,110.0,11.0
2170.0,160.0,11.0
5820.0,140.0,12.0
2120.0,210.0,9.0
1330.0,180.0,12.0
760.0,110.0,9.0
24640.0,120.0,9.0
3340.0,160.0,10.0
440.0,90.0,9.0
420.0,90.0,9.0
1360.0,220.0,6.0
1490.0,170.0,9.0
1600.0,140.0,9.0
2100.0,120.0,9.0
nan,180.0,4.0
nan,210.0,8.0
nan,90.0,6.0
nan,270.0,1.0
nan,190.0,8.0
nan,200.0,11.0
nan,290.0,4.0
nan,290.0,5.0
nan,200.0,6.0
nan,220.0,2.0
